242.500000, 306.500000, 197.000000
155.000000, 356.000000, 6.000000
158.500000, 364.500000, 9.000000
158.500000, 372.500000, 5.000000
164.000000, 373.000000, 6.000000
170.000000, 389.000000, 18.000000
167.500000, 377.500000, 5.000000
162.500000, 380.500000, 7.000000
186.500000, 399.500000, 21.000000
171.000000, 403.000000, 8.000000
175.500000, 411.500000, 9.000000
196.000000, 426.000000, 32.000000
206.500000, 405.500000, 15.000000
223.500000, 411.500000, 13.000000
214.000000, 414.000000, 8.000000
251.500000, 426.500000, 39.000000
235.500000, 412.500000, 9.000000
227.000000, 422.000000, 10.000000
202.500000, 447.500000, 13.000000
216.000000, 435.000000, 14.000000
228.500000, 442.500000, 13.000000
227.000000, 433.000000, 6.000000
216.000000, 423.000000, 6.000000
218.000000, 458.000000, 22.000000
228.000000, 473.000000, 14.000000
248.000000, 470.000000, 26.000000
235.500000, 453.500000, 13.000000
246.000000, 450.000000, 10.000000
267.500000, 477.500000, 11.000000
282.500000, 462.500000, 27.000000
263.000000, 452.000000, 16.000000
372.500000, 452.500000, 65.000000
411.000000, 398.000000, 64.000000
447.500000, 389.500000, 9.000000
446.000000, 397.000000, 4.000000
408.000000, 458.000000, 8.000000
414.000000, 439.000000, 20.000000
425.500000, 430.500000, 9.000000
413.500000, 450.500000, 5.000000
408.500000, 450.500000, 5.000000
318.500000, 449.500000, 41.000000
336.000000, 469.000000, 14.000000
343.500000, 476.500000, 7.000000
300.500000, 466.500000, 7.000000
286.500000, 431.500000, 29.000000
341.000000, 426.000000, 16.000000
354.000000, 413.000000, 16.000000
325.500000, 419.500000, 15.000000
335.000000, 402.000000, 24.000000
371.000000, 408.000000, 18.000000
351.500000, 399.500000, 5.000000
365.500000, 385.500000, 27.000000
347.500000, 388.500000, 9.000000
308.500000, 421.500000, 17.000000
280.500000, 407.500000, 19.000000
266.000000, 406.000000, 6.000000
272.500000, 416.500000, 5.000000
297.000000, 417.000000, 6.000000
294.500000, 409.500000, 9.000000
316.000000, 410.000000, 6.000000
305.000000, 403.000000, 16.000000
294.000000, 398.000000, 10.000000
319.000000, 406.000000, 4.000000
316.000000, 402.000000, 6.000000
302.000000, 391.000000, 6.000000
309.000000, 390.000000, 6.000000
315.000000, 395.000000, 6.000000
321.500000, 394.500000, 9.000000
324.000000, 373.000000, 26.000000
337.000000, 385.000000, 10.000000
376.500000, 247.500000, 93.000000
392.000000, 353.000000, 34.000000
365.500000, 317.500000, 53.000000
430.500000, 238.500000, 13.000000
424.500000, 228.500000, 11.000000
322.000000, 229.000000, 28.000000
335.000000, 215.000000, 8.000000
341.000000, 211.000000, 4.000000
302.000000, 222.000000, 8.000000
344.000000, 293.000000, 6.000000
349.500000, 288.500000, 5.000000
344.000000, 286.000000, 6.000000
393.000000, 297.000000, 12.000000
393.000000, 331.000000, 6.000000
395.500000, 323.500000, 7.000000
395.500000, 311.500000, 9.000000
399.500000, 332.500000, 5.000000
401.500000, 290.500000, 7.000000
345.000000, 374.000000, 18.000000
379.500000, 373.500000, 11.000000
361.000000, 357.000000, 24.000000
333.000000, 356.000000, 10.000000
342.000000, 361.000000, 8.000000
338.000000, 348.000000, 10.000000
345.000000, 354.000000, 8.000000
346.500000, 344.500000, 9.000000
339.500000, 336.500000, 7.000000
411.000000, 359.000000, 6.000000
331.500000, 160.500000, 45.000000
310.500000, 187.500000, 23.000000
325.000000, 187.000000, 6.000000
332.000000, 187.000000, 6.000000
306.500000, 169.500000, 7.000000
342.000000, 131.000000, 16.000000
357.500000, 140.500000, 21.000000
355.500000, 123.500000, 13.000000
366.000000, 118.000000, 10.000000
366.000000, 128.000000, 10.000000
357.000000, 155.000000, 6.000000
356.000000, 167.000000, 4.000000
357.500000, 160.500000, 3.000000
329.500000, 132.500000, 5.000000
306.500000, 164.500000, 5.000000
300.500000, 196.500000, 3.000000
302.500000, 176.500000, 5.000000
234.000000, 482.000000, 8.000000
203.000000, 458.000000, 6.000000
215.500000, 470.500000, 7.000000
191.500000, 443.500000, 3.000000
176.500000, 419.500000, 5.000000
351.500000, 480.500000, 7.000000
264.500000, 464.500000, 9.000000
260.000000, 480.000000, 4.000000
271.000000, 443.000000, 10.000000
291.500000, 449.500000, 9.000000
